mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_572,C#CCC1CO1,12.11067,1.99826,1.83642,1.9719,51.81,-0.2611,0.0484,0.3095,653.8855,0.094784,-269.170665,-269.164427,-269.163483,-269.200589,21.894,-1173.810805,-1180.562175,-1187.081993,-1097.456765
gdb_573,C#CCN1CC1,7.39757,2.68675,2.36455,0.8803,54.94,-0.239,0.0381,0.2771,568.5035,0.107234,-249.281074,-249.274838,-249.273894,-249.310679,22.525,-1230.822508,-1238.463685,-1245.5765,-1147.530728
gdb_574,C1CC1CC#N,10.97625,1.97735,1.8089,4.0027,53.78,-0.3029,0.0346,0.3375,669.5084,0.108659,-249.358446,-249.352356,-249.351412,-249.388285,21.499,-1279.374134,-1287.106928,-1294.219742,-1196.229192
gdb_575,N#CCC1CN1,11.47792,2.02229,1.84983,4.3345,50.4,-0.2641,0.0237,0.2878,642.9501,0.097425,-265.396194,-265.390273,-265.389329,-265.425905,20.503,-1154.457173,-1161.406835,-1167.926653,-1077.609283
gdb_576,N#CCC1CO1,12.33614,2.01791,1.85819,4.8091,46.97,-0.2893,0.0256,0.3149,629.6714,0.084551,-285.2779,-285.272042,-285.271098,-285.307635,19.788,-1092.497562,-1098.598204,-1104.525027,-1022.402296
gdb_577,C1CN1CC#N,11.77386,2.11484,1.92267,4.358,50.95,-0.2611,0.0199,0.281,625.5614,0.096776,-265.386781,-265.380879,-265.379935,-265.416377,20.445,-1148.55043,-1155.512015,-1162.031834,-1071.630377
gdb_578,N=COC1CC1,12.91115,1.97178,1.85558,3.3988,52.29,-0.2588,0.0211,0.2799,666.8787,0.107686,-286.46722,-286.46095,-286.460006,-286.497552,21.614,-1210.954946,-1218.57416,-1225.686974,-1127.863341
gdb_579,C1CC1CC=O,11.9149,1.76899,1.6621,2.7826,54.2,-0.2458,-0.0201,0.2258,725.196,0.118731,-270.427802,-270.42131,-270.420366,-270.45852,22.45,-1334.823967,-1343.193055,-1350.898865,-1245.597207
gdb_580,O=CCC1CN1,10.19911,1.95836,1.83171,2.6802,50.56,-0.2489,-0.0268,0.2221,666.334,0.107552,-286.466852,-286.460524,-286.45958,-286.497584,21.436,-1210.724022,-1218.306841,-1225.419655,-1127.883422
gdb_581,O=CCC1CO1,13.22277,1.83311,1.72507,2.8138,47.21,-0.2535,-0.0285,0.2249,676.0308,0.094736,-306.349032,-306.342772,-306.341828,-306.379643,20.727,-1149.06185,-1155.798787,-1162.318605,-1072.882885
gdb_582,C1CN1CC=O,12.0259,1.88839,1.78884,2.6644,50.88,-0.2497,-0.0251,0.2245,677.2239,0.106753,-286.459793,-286.453456,-286.452512,-286.49031,21.491,-1206.294436,-1213.871607,-1220.984422,-1123.318921
gdb_583,C1CC1NC=O,9.03104,2.42288,2.07708,3.5897,50.79,-0.2469,0.0288,0.2757,602.5288,0.108445,-286.498633,-286.492413,-286.491469,-286.528974,21.624,-1230.666886,-1238.317475,-1245.43029,-1147.580929
gdb_584,C1CC1OC=O,13.07302,1.97457,1.86172,3.9549,47.46,-0.2762,0.0022,0.2785,647.0438,0.09542,-306.370119,-306.364013,-306.363068,-306.400339,20.641,-1162.294133,-1169.127706,-1175.646897,-1085.869812
gdb_585,CC#CC1CC1,13.64625,1.58265,1.55333,0.1421,63.06,-0.2264,0.0572,0.2837,812.7972,0.118893,-233.262752,-233.255758,-233.254814,-233.294462,23.778,-1367.929459,-1375.984165,-1383.689975,-1279.581212
gdb_586,CC#CC1CN1,14.44522,1.59752,1.57509,1.9282,59.57,-0.229,0.0408,0.2698,786.3624,0.107787,-249.301818,-249.294959,-249.294015,-249.334039,22.736,-1243.839555,-1251.089794,-1258.202608,-1162.189339
gdb_587,CC#CC1CO1,15.66421,1.58647,1.56432,2.024,55.68,-0.2473,0.0288,0.276,776.9091,0.094802,-269.180682,-269.17392,-269.172976,-269.212626,22.011,-1180.096563,-1186.519118,-1193.038936,-1105.010091
gdb_588,CCCC1CC1,10.46011,1.59727,1.52425,0.1174,64.07,-0.2707,0.0954,0.3661,856.0996,0.166165,-235.693825,-235.686573,-235.685628,-235.724945,26.225,-1637.746407,-1649.193426,-1659.270593,-1522.286006
gdb_589,CCCC1CO1,11.41382,1.64753,1.57691,1.6966,57.14,-0.2621,0.0961,0.3582,804.8416,0.142296,-271.616723,-271.60974,-271.608796,-271.64766,24.439,-1453.030975,-1462.869061,-1471.760864,-1350.570678
gdb_590,CCCN1CC1,11.0212,1.70786,1.62134,1.0196,61.14,-0.2296,0.0931,0.3227,802.0898,0.154458,-251.727632,-251.720578,-251.719634,-251.758499,25.133,-1510.356432,-1521.038518,-1530.523316,-1401.114645
gdb_591,CCOC1CC1,10.98354,1.8194,1.73248,0.9952,57.69,-0.2424,0.0952,0.3376,757.9582,0.14199,-271.611192,-271.60423,-271.603286,-271.641993,24.716,-1449.560223,-1459.411486,-1468.303289,-1347.014584
gdb_592,COCC1CC1,11.38234,1.74877,1.65851,0.9417,57.75,-0.2495,0.0923,0.3419,774.9385,0.142346,-271.606364,-271.599345,-271.598401,-271.637363,24.416,-1446.530609,-1456.346105,-1465.237908,-1344.109218
gdb_593,COCC1CN1,11.96296,1.78051,1.69355,2.561,54.33,-0.2447,0.0781,0.3228,746.2516,0.1312,-287.645651,-287.638806,-287.637862,-287.676543,23.382,-1322.579384,-1331.614886,-1339.913693,-1226.468223
gdb_594,COCC1CO1,12.94847,1.75438,1.68147,2.483,50.75,-0.2579,0.0832,0.3412,738.5038,0.118336,-307.526911,-307.520151,-307.519207,-307.557716,22.684,-1260.339904,-1268.540191,-1276.246002,-1170.911714
gdb_595,C1CC1CCO,11.05396,1.62236,1.54412,1.392,56.79,-0.2617,0.0807,0.3424,799.4573,0.142775,-271.61389,-271.606856,-271.605911,-271.644826,24.947,-1451.253242,-1461.059325,-1469.9505,-1348.792317
gdb_596,OCCC1CO1,12.16882,1.6735,1.59554,1.0902,49.89,-0.2659,0.0771,0.343,749.2911,0.118831,-307.536544,-307.529757,-307.528812,-307.567353,23.19,-1266.384698,-1274.568043,-1282.273226,-1176.959018
gdb_597,C1CN1CCO,8.50794,2.06188,2.01331,2.7069,54.01,-0.2447,0.0883,0.333,666.2034,0.131706,-287.651399,-287.644917,-287.643972,-287.681656,23.25,-1326.186306,-1335.449594,-1343.747773,-1229.676677
gdb_598,CC1CC1C#C,6.06795,2.83481,2.21906,0.8753,59.69,-0.24,0.0508,0.2907,602.7793,0.118547,-233.255379,-233.248816,-233.247872,-233.285091,24.264,-1363.302836,-1371.627997,-1379.333808,-1273.700825
gdb_599,CC1CC1C#N,6.09231,2.90988,2.26761,4.1979,54.41,-0.2867,0.0307,0.3174,577.6433,0.108412,-249.363949,-249.35778,-249.356836,-249.393472,22.047,-1282.827316,-1290.510537,-1297.623351,-1199.484081
gdb_600,CC1NC1C#C,6.43371,2.81399,2.21821,1.6946,56.27,-0.2454,0.0378,0.2832,588.8624,0.107167,-249.294409,-249.287993,-249.287049,-249.324064,23.34,-1239.19034,-1246.718566,-1253.83138,-1155.929936
gdb_601,CC1NC1C#N,6.46428,2.88269,2.26314,4.7574,51.08,-0.2776,0.016,0.2936,564.4965,0.09686,-265.401151,-265.395097,-265.394153,-265.430631,21.255,-1157.567735,-1164.433938,-1170.953757,-1080.574891
gdb_602,CC1OC1C#C,6.69318,2.83589,2.25456,1.7653,52.44,-0.2601,0.0209,0.281,570.9634,0.094333,-269.176979,-269.170664,-269.16972,-269.206571,22.566,-1177.772897,-1184.475948,-1190.995767,-1101.210524
gdb_603,CC1OC1C#N,6.69577,2.91901,2.30451,3.7031,47.35,-0.2985,-0.0034,0.2951,546.1016,0.083973,-285.281493,-285.275526,-285.274582,-285.310917,20.526,-1094.752201,-1100.784445,-1106.711268,-1024.461781
gdb_604,CN1CC1C#C,6.6252,2.92578,2.32381,0.9125,56.55,-0.2293,0.0338,0.2631,568.893,0.106781,-249.285024,-249.278639,-249.277695,-249.314555,23.195,-1233.301169,-1240.848847,-1247.961661,-1149.962953
gdb_605,CN1CC1C#N,6.63385,3.00975,2.37975,3.0219,51.35,-0.2579,0.0112,0.2692,543.9463,0.096563,-265.391486,-265.38548,-265.384535,-265.420818,21.063,-1151.50286,-1158.399184,-1164.918375,-1074.417145
gdb_606,OC1CC1C#C,6.3441,3.06012,2.36016,1.2269,52.51,-0.2506,0.0359,0.2864,545.6297,0.094612,-269.177232,-269.17084,-269.169895,-269.206904,23.083,-1177.931657,-1184.58639,-1191.105581,-1101.419485
gdb_607,OC1CC1C#N,6.56461,2.98095,2.34689,4.0674,47.52,-0.278,0.0249,0.3029,534.1305,0.08473,-285.284456,-285.2786,-285.277655,-285.313705,20.749,-1096.611511,-1102.713408,-1108.639603,-1026.211276
gdb_608,CC1CC1C=O,6.66589,2.4248,2.01739,3.3091,55.07,-0.2446,-0.0158,0.2288,637.5147,0.118807,-270.434394,-270.427936,-270.426992,-270.464394,22.99,-1338.960506,-1347.350929,-1355.05674,-1249.283195
gdb_609,CC1CN1C=O,6.88653,2.7336,2.31906,3.6028,51.56,-0.2505,0.0039,0.2544,574.3964,0.10755,-286.48657,-286.480311,-286.479366,-286.516357,21.744,-1223.097245,-1230.723362,-1237.835549,-1139.663648
gdb_610,CC1NC1C=O,6.92044,2.46124,2.05055,3.196,51.36,-0.2482,-0.0262,0.222,616.9206,0.107279,-286.474509,-286.468144,-286.4672,-286.50452,22.227,-1215.528859,-1223.08846,-1230.201274,-1132.235824
gdb_611,CC1OC1C=O,5.82523,3.24687,2.56193,3.1275,47.64,-0.2601,-0.0431,0.2169,529.1334,0.094493,-306.353871,-306.347682,-306.346738,-306.383531,21.263,-1152.098366,-1158.879856,-1165.399675,-1075.32264
gdb_612,CN1CC1C=O,5.71808,3.36103,2.64621,1.4054,51.92,-0.2353,-0.0384,0.1969,527.941,0.107142,-286.46347,-286.45723,-286.456285,-286.493035,21.853,-1208.601787,-1216.239826,-1223.352013,-1125.028883
gdb_613,OC1CC1C=O,7.11842,2.52096,2.1016,4.3878,47.84,-0.2437,-0.0148,0.2289,586.8932,0.095101,-306.355655,-306.349478,-306.348534,-306.385395,21.753,-1153.217842,-1160.006862,-1166.526681,-1076.492317
gdb_614,CC1CC1CO,6.93163,2.19523,1.89616,1.3825,57.04,-0.2572,0.0794,0.3366,693.1326,0.142338,-271.614051,-271.606889,-271.605945,-271.644868,25.586,-1451.354271,-1461.080033,-1469.971835,-1348.818673
gdb_615,CC1NC1CO,7.16614,2.26831,2.01306,2.3104,53.26,-0.2467,0.072,0.3186,656.974,0.131723,-287.660591,-287.653782,-287.652837,-287.691203,24.284,-1331.954368,-1341.012461,-1349.31064,-1235.667505
gdb_616,CC1OC1CO,7.62733,2.2553,2.01567,2.0793,49.75,-0.2622,0.0801,0.3423,644.5398,0.118625,-307.54321,-307.53641,-307.535466,-307.573837,23.742,-1270.567673,-1278.74286,-1286.448671,-1181.027786
gdb_617,CCC1CC1C,6.69746,2.14548,1.86009,0.117,64.01,-0.263,0.094,0.357,743.8195,0.165775,-235.694798,-235.687424,-235.686479,-235.72575,26.871,-1638.356973,-1649.727436,-1659.804603,-1522.791151
gdb_618,CCC1CC1O,6.86289,2.25726,1.95048,1.2983,56.83,-0.2517,0.0822,0.3338,686.1164,0.142271,-271.617434,-271.610415,-271.609471,-271.647992,25.546,-1453.477134,-1463.29263,-1472.184432,-1350.779011
gdb_619,CCC1CN1C,5.66502,2.6546,2.10535,1.2559,60.65,-0.22,0.0865,0.3065,665.4811,0.154112,-251.726162,-251.719021,-251.718077,-251.756782,25.815,-1509.433994,-1520.061486,-1529.546285,-1400.037212
gdb_620,CCC1OC1C,7.38907,2.19903,1.96031,1.7551,57.13,-0.2567,0.0971,0.3538,697.2201,0.141773,-271.622821,-271.615682,-271.614738,-271.653657,25.244,-1456.857525,-1466.59772,-1475.489522,-1354.333849
gdb_621,CCN1CC1C,7.05136,2.30446,1.97525,1.1836,61.07,-0.2199,0.0929,0.3128,698.3614,0.153906,-251.729571,-251.722367,-251.721423,-251.760315,25.937,-1511.573172,-1522.161131,-1531.64593,-1402.254202
gdb_622,CN1CC1CO,7.39312,2.28821,1.96985,2.1379,53.82,-0.2232,0.0695,0.2927,657.2536,0.130565,-287.644079,-287.637059,-287.636114,-287.674798,24.591,-1321.59294,-1330.518628,-1338.816807,-1225.37322
gdb_623,COC1CC1C,6.71147,2.48794,2.11039,0.9946,57.42,-0.2416,0.093,0.3346,657.4178,0.141831,-271.608843,-271.601738,-271.600794,-271.639467,25.184,-1448.086204,-1457.847734,-1466.739537,-1345.429497
gdb_624,COC1CC1O,5.89878,3.01749,2.33352,1.6821,49.79,-0.2289,0.0739,0.3028,577.6746,0.118463,-307.529289,-307.52268,-307.521736,-307.559352,23.699,-1261.83212,-1270.127162,-1277.832972,-1171.938318
gdb_625,OCC1CC1O,7.09242,2.32143,1.99737,1.0353,49.8,-0.25,0.079,0.329,634.7594,0.11882,-307.536915,-307.530074,-307.52913,-307.567447,24.284,-1266.617504,-1274.766963,-1282.472774,-1177.018004
gdb_626,CC(=O)C1CC1,7.20671,2.61755,2.28942,2.6757,54.41,-0.2425,-0.0086,0.2339,601.0355,0.118794,-270.446608,-270.440064,-270.43912,-270.476956,23.02,-1346.624901,-1354.961358,-1362.667169,-1257.165963
gdb_627,CC(=O)C1CN1,7.41334,2.70699,2.32818,2.4621,50.98,-0.257,-0.0237,0.2334,575.1919,0.107728,-286.486509,-286.480161,-286.479216,-286.51658,21.929,-1223.058967,-1230.629235,-1237.741422,-1139.803583
gdb_628,CC(=O)C1CO1,6.85154,2.84394,2.33507,2.0825,46.79,-0.251,-0.027,0.224,553.6096,0.094448,-306.361448,-306.355078,-306.354134,-306.391783,21.502,-1156.853002,-1163.520913,-1170.040731,-1080.500845
gdb_629,CC(=O)N1CC1,6.6552,3.12376,2.30532,3.0813,51.15,-0.2455,0.0075,0.253,562.6793,0.107159,-286.492357,-286.485815,-286.484871,-286.52312,22.044,-1226.728639,-1234.177171,-1241.289986,-1143.907491
gdb_630,C1CC1C(=O)N,7.46591,2.71457,2.35807,3.4477,50.64,-0.2454,0.033,0.2784,567.2524,0.10842,-286.517424,-286.510949,-286.510005,-286.547621,22.773,-1242.458407,-1249.948982,-1257.061797,-1159.282089
gdb_631,NC(=O)C1CN1,7.71528,2.80429,2.40124,3.5751,47.16,-0.2521,0.0176,0.2697,541.7218,0.097486,-302.557878,-302.551643,-302.550699,-302.587728,21.626,-1119.239485,-1125.991482,-1132.5113,-1042.222796
gdb_632,NC(=O)C1CO1,7.51963,2.90459,2.40633,2.4867,42.9,-0.2507,0.012,0.2627,523.6706,0.084825,-322.435505,-322.429655,-322.42871,-322.464827,20.679,-1054.720265,-1060.8253,-1066.751495,-984.1098145
gdb_633,C1CN1C(=O)N,7.06864,3.21566,2.41699,3.0016,47.01,-0.2459,0.0373,0.2831,527.9789,0.097247,-302.558699,-302.552674,-302.55173,-302.588453,21.345,-1119.75467,-1126.638444,-1133.158262,-1042.67774
gdb_634,CC(C)C1CC1,5.6833,2.57368,1.96324,0.0271,63.63,-0.2725,0.0939,0.3665,699.4861,0.165637,-235.695309,-235.68805,-235.687106,-235.725942,26.909,-1638.67763,-1650.120257,-1660.198051,-1522.911632
gdb_635,CC(C)C1CO1,5.81881,2.78085,2.29593,1.7161,56.23,-0.2618,0.0883,0.3501,620.6879,0.142058,-271.61643,-271.609509,-271.608565,-271.646826,24.967,-1452.847115,-1462.724107,-1471.615909,-1350.047335
gdb_636,CC(C)N1CC1,5.80625,2.85249,2.11206,1.0303,60.85,-0.2299,0.0898,0.3196,650.5166,0.153893,-251.731545,-251.724533,-251.723589,-251.761786,25.853,-1512.811875,-1523.520316,-1533.005115,-1403.177267
gdb_637,CC(O)C1CC1,6.01713,2.59419,2.00512,1.5102,56.58,-0.2585,0.0791,0.3376,658.5353,0.142089,-271.619912,-271.612845,-271.611901,-271.650485,25.76,-1455.032101,-1464.817477,-1473.709279,-1352.343391
gdb_638,CC(O)C1CN1,6.30735,2.76922,2.37269,2.731,52.97,-0.2355,0.0627,0.2983,593.3138,0.13137,-287.661454,-287.654667,-287.653723,-287.691623,24.483,-1332.495909,-1341.567806,-1349.866613,-1235.931059
gdb_639,CC(O)C1CO1,6.45091,2.82383,2.41929,1.5413,49.27,-0.265,0.0859,0.351,573.6363,0.118887,-307.545457,-307.539022,-307.538078,-307.57526,23.351,-1271.977686,-1280.381914,-1288.087724,-1181.920732
gdb_640,C1CC2(C1)CC2,7.19567,2.94512,2.66214,0.1291,60.62,-0.2618,0.0944,0.3562,568.3062,0.143903,-234.472577,-234.4667,-234.465756,-234.50179,22.515,-1499.253915,-1509.786654,-1518.678457,-1395.967817
gdb_641,C1CC12CCO2,7.74808,3.11668,2.80799,1.6374,53.44,-0.224,0.0811,0.3051,524.6466,0.119866,-270.394284,-270.388609,-270.387665,-270.423475,20.986,-1313.79112,-1322.672883,-1330.378693,-1223.606154
gdb_642,C1CC12COC2,7.87479,2.95258,2.68219,1.8251,53.32,-0.241,0.0696,0.3106,534.4491,0.120166,-270.389803,-270.384161,-270.383217,-270.418893,20.683,-1310.979253,-1319.881723,-1327.587533,-1220.730908
gdb_643,C1C2(N1)COC2,8.1915,3.01004,2.71509,1.9279,49.82,-0.2449,0.0588,0.3037,513.7183,0.108945,-286.43116,-286.425701,-286.424756,-286.460065,19.776,-1188.326971,-1196.455095,-1203.567282,-1104.339911
gdb_644,C1CC2(C1)CO2,7.69236,3.03473,2.71562,1.8101,53.28,-0.2579,0.0764,0.3343,531.2446,0.120036,-270.399529,-270.393975,-270.393031,-270.428396,20.831,-1317.082405,-1326.040096,-1333.745907,-1226.694126
gdb_645,C1C2(CO1)CO2,8.47292,3.05155,2.7368,1.7363,46.16,-0.2554,0.0656,0.3209,497.7555,0.096163,-306.313924,-306.308576,-306.307632,-306.342736,19.054,-1127.031264,-1134.340489,-1140.860308,-1049.723411
gdb_646,C1C2CC1C=C2,5.83369,4.67863,4.29188,0.1535,56.94,-0.2223,0.0181,0.2404,430.2843,0.122474,-233.260156,-233.255731,-233.254787,-233.287494,18.431,-1366.300446,-1375.967222,-1383.673033,-1275.20873
gdb_647,C1C2OC1C=C2,6.23406,4.83811,4.45696,1.7949,49.13,-0.2346,0.0008,0.2354,397.1306,0.098138,-269.175627,-269.171364,-269.17042,-269.20288,17.166,-1176.924505,-1184.915205,-1191.435023,-1098.894388
gdb_648,C1C2CC1CC2,5.27135,4.42599,3.97117,0.047,59.48,-0.2957,0.0922,0.3879,471.6447,0.146796,-234.491176,-234.486445,-234.485501,-234.518869,19.641,-1510.924955,-1522.176819,-1531.068622,-1406.685043
gdb_649,C1C2CC1OC2,5.60754,4.61367,4.23469,1.6503,52.41,-0.2355,0.0984,0.3339,432.4575,0.122543,-270.407057,-270.402557,-270.401612,-270.434586,18.239,-1321.806293,-1331.425378,-1339.130561,-1230.578407
gdb_650,C1C2CCC1O2,5.58407,4.58758,4.13652,1.6655,52.01,-0.2427,0.0923,0.335,437.149,0.122563,-270.411205,-270.406628,-270.405684,-270.438825,18.387,-1324.4092,-1333.979968,-1341.685778,-1233.238418
gdb_651,CC1C2CC1C2,6.86385,3.29296,3.06483,0.1283,60.85,-0.2892,0.1047,0.3939,531.2527,0.144734,-234.447743,-234.442324,-234.44138,-234.476188,21.437,-1483.670357,-1494.490495,-1503.382297,-1379.902331
gdb_652,CC1C2CC1O2,7.23422,3.33967,3.08029,1.993,53.28,-0.2338,0.0894,0.3232,501.501,0.120022,-270.359564,-270.354228,-270.353283,-270.387995,20.486,-1292.004008,-1301.098496,-1308.803679,-1201.342135
gdb_653,OC1C2CC1C2,7.03621,3.45239,3.19279,1.4563,53.19,-0.2526,0.0751,0.3278,484.8841,0.121175,-270.375081,-270.369961,-270.369017,-270.403214,20.256,-1301.741065,-1310.971095,-1318.676906,-1210.892195
gdb_654,OC1C2CC1O2,7.4502,3.53716,3.25337,1.8437,46.16,-0.2388,0.0631,0.3019,452.7784,0.096525,-306.286325,-306.281284,-306.28034,-306.314443,19.211,-1109.712643,-1117.214514,-1123.734332,-1031.969298
gdb_655,C1COCC=C1,5.08056,4.85085,2.70226,1.1836,54.57,-0.2427,0.0243,0.2671,504.8171,0.12179,-270.435807,-270.430526,-270.429581,-270.46427,19.969,-1339.847177,-1348.976178,-1356.681361,-1249.205384
gdb_656,C1CCC=CC1,4.72529,4.53743,2.54778,0.2447,61.37,-0.2343,0.0337,0.268,552.2096,0.145885,-234.520624,-234.515101,-234.514157,-234.549276,21.521,-1529.40384,-1540.158717,-1549.05052,-1425.765709
gdb_657,C1CN=COC1,5.24143,5.03103,2.79755,2.2186,49.97,-0.2453,0.0278,0.2732,479.7591,0.111001,-286.504546,-286.49943,-286.498486,-286.532964,18.772,-1234.377346,-1242.720706,-1249.833521,-1150.08469
gdb_658,C1CCCCC1,4.29007,4.28816,2.44709,0,62.98,-0.2913,0.087,0.3783,593.5711,0.169722,-235.729507,-235.723729,-235.722785,-235.758349,23.005,-1660.137183,-1672.50915,-1682.586945,-1543.247316
gdb_659,C1CCOCC1,4.66273,4.48592,2.58971,1.3202,56.25,-0.2429,0.0894,0.3324,545.362,0.146029,-271.646263,-271.640803,-271.639858,-271.67485,21.275,-1471.567591,-1482.361373,-1491.252548,-1367.632648
gdb_660,C1COCCO1,5.07767,4.68874,2.73815,0,49.61,-0.2351,0.0954,0.3304,498.9247,0.122092,-307.560718,-307.555511,-307.554567,-307.589116,19.679,-1281.554101,-1290.72891,-1298.43472,-1190.615496
gdb_661,C1COCOC1,4.99775,4.8056,2.7505,1.8428,49.04,-0.2601,0.0912,0.3513,497.6429,0.122388,-307.568767,-307.563615,-307.562671,-307.597128,19.492,-1286.604921,-1295.814243,-1303.520053,-1195.643098
gdb_662,C1CC2CCC12,6.13317,3.90634,3.01538,0.1319,59.31,-0.2634,0.0842,0.3476,515.3423,0.144832,-234.470922,-234.465379,-234.464435,-234.500807,20.966,-1498.215388,-1508.957715,-1517.849517,-1395.350975
gdb_663,C1CC2OCC12,6.56573,4.1169,3.18137,1.7554,52.42,-0.2393,0.0766,0.3159,472.7184,0.121217,-270.393737,-270.3886,-270.387656,-270.422285,19.228,-1313.447873,-1322.667235,-1330.373046,-1222.859419
gdb_664,C1OC2COC12,7.05665,4.31839,3.33279,1.2594,45.53,-0.2484,0.0584,0.3068,432.6079,0.097397,-306.313133,-306.30834,-306.307396,-306.341231,17.525,-1126.534905,-1134.192397,-1140.712216,-1048.77901
gdb_665,CC1C2CCC12,5.91086,3.28043,3.20017,0.1799,59.83,-0.2481,0.0932,0.3413,534.5684,0.144219,-234.469383,-234.46358,-234.462636,-234.498209,22.427,-1497.249652,-1507.828826,-1516.720628,-1393.720707
gdb_666,CC1C2COC12,6.35478,3.46444,3.31917,1.6332,52.65,-0.2325,0.0823,0.3148,493.3705,0.120159,-270.384937,-270.379379,-270.378435,-270.413623,20.81,-1307.925794,-1316.880975,-1324.586785,-1217.423936
gdb_667,OC1C2CCC12,6.04615,3.50039,3.42472,1.3959,52.57,-0.2452,0.0769,0.3221,485.374,0.120797,-270.394458,-270.388966,-270.388022,-270.422979,21.07,-1313.900307,-1322.896904,-1330.602714,-1223.29491
gdb_668,OC1C2COC12,6.48448,3.75961,3.55888,1.6786,45.07,-0.2374,0.0597,0.2971,442.4333,0.096937,-306.308471,-306.30339,-306.302446,-306.33666,19.197,-1123.609458,-1131.086228,-1137.606046,-1045.910666
gdb_669,C1C2CC=CC12,6.33505,4.50061,3.19825,0.2073,57.35,-0.2245,0.0251,0.2495,467.6418,0.122084,-233.293627,-233.288816,-233.287872,-233.321386,19.325,-1387.3038,-1396.728357,-1404.434168,-1296.476265
gdb_670,C1C2OC=NC12,7.07853,5.03226,3.55918,1.5227,45.26,-0.2458,0.015,0.2608,400.9456,0.086946,-285.279992,-285.275658,-285.274714,-285.307405,16.529,-1093.81031,-1100.867277,-1106.794099,-1022.257969
gdb_671,C1C=CC2NC12,6.50302,4.64374,3.2459,1.4999,53.83,-0.2299,0.0171,0.247,448.9341,0.11066,-249.332005,-249.32733,-249.326385,-249.359675,18.523,-1262.782169,-1271.402887,-1278.515075,-1178.276159
gdb_672,C1C=CC2OC12,6.57145,4.78438,3.30569,1.8478,49.74,-0.2454,0.0022,0.2477,431.9465,0.097836,-269.215705,-269.211119,-269.210174,-269.243333,17.799,-1202.073811,-1209.861825,-1216.381016,-1124.27901
gdb_673,C1C2CCCC12,5.54659,4.21741,3.10185,0.1741,59.15,-0.2611,0.0913,0.3524,507.8818,0.146218,-234.503085,-234.497918,-234.496974,-234.531247,20.793,-1518.39796,-1529.37623,-1538.268032,-1414.452349
gdb_674,C1C2CCOC12,5.9367,4.46406,3.25447,1.3987,51.92,-0.2271,0.0914,0.3186,466.8514,0.121999,-270.417842,-270.412868,-270.411924,-270.445903,19.348,-1328.573977,-1337.895624,-1345.601434,-1237.679926
gdb_675,C1C2COCC12,6.05816,4.41757,3.28824,1.5611,52.46,-0.2482,0.0925,0.3407,464.1143,0.122247,-270.422403,-270.417487,-270.416543,-270.450398,19.082,-1331.436046,-1340.794088,-1348.499898,-1240.500579
gdb_676,C1C2OCOC12,6.42281,4.72462,3.44212,1.059,44.8,-0.2313,0.0896,0.3209,425.5561,0.097684,-306.33485,-306.330075,-306.329131,-306.362777,17.914,-1140.162518,-1147.831305,-1154.351124,-1062.299318
gdb_677,C1CC2OC2C1,5.709,4.53256,3.23119,1.8302,52.03,-0.2561,0.0972,0.3533,469.3823,0.12194,-270.430832,-270.425853,-270.424909,-270.458919,19.278,-1336.725319,-1346.043828,-1353.749639,-1245.847583
gdb_678,C1OCC2NC12,6.23318,4.54157,3.29214,2.8893,49.31,-0.2391,0.0757,0.3149,447.8562,0.110626,-286.460642,-286.455788,-286.454844,-286.48866,18.366,-1206.827191,-1215.334958,-1222.447773,-1122.283531
gdb_679,C1OCC2OC12,6.30588,4.67992,3.35105,2.2543,45.53,-0.2557,0.0964,0.3521,430.9118,0.097778,-306.344083,-306.33932,-306.338376,-306.372064,17.597,-1145.956308,-1153.632626,-1160.152444,-1068.126995
gdb_680,N=C1OC2CC12,8.93185,3.58847,2.97765,2.6904,47.76,-0.2622,0.0182,0.2804,453.9067,0.085607,-285.255563,-285.250809,-285.249865,-285.283461,17.951,-1078.480893,-1085.274305,-1091.201128,-1007.232894
gdb_681,O=C1CC2CC12,7.92922,3.48635,2.82936,3.2426,50.48,-0.2407,-0.0079,0.2329,478.8605,0.097002,-269.221561,-269.216562,-269.215618,-269.249768,18.866,-1205.748503,-1213.277356,-1219.797175,-1128.31703
gdb_682,O=C1CC2CN12,7.87898,3.80242,3.00635,3.8131,46.41,-0.25,-0.0123,0.2378,448.6348,0.085415,-285.267165,-285.2623,-285.261356,-285.29523,17.971,-1085.761252,-1092.485011,-1098.411834,-1014.618047
gdb_683,O=C1CC2NC12,8.20591,3.53643,2.86085,3.691,46.97,-0.2405,-0.0181,0.2224,461.278,0.085259,-285.253877,-285.248957,-285.248013,-285.282045,18.256,-1077.422913,-1084.112159,-1090.038981,-1006.344341
gdb_684,O=C1CC2OC12,8.31088,3.61027,2.9094,2.7712,43.08,-0.2489,-0.031,0.2179,444.2643,0.072489,-305.134491,-305.129673,-305.128729,-305.162619,17.466,-1014.778062,-1020.642761,-1025.976587,-950.4119537
gdb_685,O=C1CN2CC12,8.52805,3.52052,2.89772,2.1794,47.14,-0.2495,-0.0245,0.225,458.1637,0.085331,-285.25588,-285.251056,-285.250112,-285.28391,17.9,-1078.679813,-1085.4293,-1091.356123,-1007.514645
