mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_5104,Cn1c(c[nH]c1=O)O,3.43507,2.17467,1.34292,4.4805,59.51,-0.179,0.0521,0.2311,850.4343,0.107184,-415.910643,-415.90251,-415.901566,-415.943133,28.641,-1396.230743,-1403.569461,-1411.274016,-1302.360417
gdb_5105,Cc1coc(=O)n1C,3.41846,2.12956,1.33412,5.045,63.06,-0.2075,0.0298,0.2373,885.2419,0.118837,-399.861763,-399.853993,-399.853049,-399.893854,27.735,-1514.162274,-1522.617958,-1530.91551,-1413.664198
gdb_5106,Cn1c(coc1=O)N,3.44856,2.18043,1.35164,5.6733,59.58,-0.1964,0.0429,0.2393,852.6429,0.107918,-415.905685,-415.89803,-415.897086,-415.937585,27.558,-1393.119553,-1400.75822,-1408.462776,-1298.878997
gdb_5107,Cc1ccc(n1C)C,3.326,1.97803,1.27008,2.0121,80.08,-0.1829,0.0494,0.2322,989.8518,0.165408,-327.976309,-327.967534,-327.96659,-328.009566,31.869,-1858.707386,-1870.087889,-1880.757425,-1732.711109
gdb_5108,Cc1ccc(n1C)N,3.35536,2.00958,1.28391,1.4756,76.14,-0.1765,0.0562,0.2327,958.9216,0.154469,-344.02229,-344.013622,-344.012678,-344.055165,31.624,-1738.956706,-1749.515172,-1759.591712,-1619.098094
gdb_5109,Cc1ccc(n1C)O,3.36767,2.04026,1.29104,1.0461,71.79,-0.1712,0.0636,0.2348,934.9865,0.141658,-363.900932,-363.892266,-363.891322,-363.93413,31.034,-1675.074407,-1684.745576,-1694.229119,-1562.156045
gdb_5110,Cc1cnc(n1C)O,3.45181,2.06769,1.31439,2.5525,67.1,-0.1925,0.0531,0.2456,908.799,0.131175,-379.971533,-379.963403,-379.962459,-380.004027,29.167,-1570.772999,-1579.891332,-1588.781879,-1463.790244
gdb_5111,Cn1c(ccc1N)N,3.38797,2.04181,1.2973,1.4249,72.35,-0.1651,0.0632,0.2284,928.2778,0.143525,-360.067058,-360.058404,-360.05746,-360.100169,31.402,-1618.444857,-1628.122929,-1637.606472,-1505.111712
gdb_5112,Cn1c(ccc1O)N,3.40127,2.06453,1.30387,0.3023,67.87,-0.1708,0.0649,0.2357,905.9197,0.130813,-379.945822,-379.937272,-379.936327,-379.979186,30.711,-1554.639115,-1563.493894,-1572.383814,-1448.202293
gdb_5113,Cn1c(cnc1O)N,3.48298,2.09623,1.32795,2.1184,63.25,-0.1898,0.0553,0.245,879.2969,0.120304,-396.015958,-396.007916,-396.006972,-396.048488,28.855,-1450.045915,-1458.330288,-1466.62784,-1349.463125
gdb_5114,Cn1c(ccc1O)O,3.41271,2.1028,1.31194,0.3603,63.48,-0.1609,0.0699,0.2308,881.179,0.117948,-399.823163,-399.814583,-399.813639,-399.856735,30.225,-1489.940427,-1497.887828,-1506.18538,-1390.371691
gdb_5115,Cc1ncc(n1C)O,3.43663,2.06972,1.31301,2.9614,67.37,-0.1898,0.0487,0.2385,908.5869,0.130352,-379.962634,-379.954105,-379.953161,-379.996519,29.716,-1565.188796,-1574.056753,-1582.947301,-1459.078907
gdb_5116,Cn1c(cnc1O)O,3.49523,2.13505,1.33659,1.8185,59.15,-0.1819,0.0616,0.2435,854.6354,0.10751,-415.892539,-415.884545,-415.883601,-415.925405,28.251,-1384.87032,-1392.296261,-1400.000817,-1291.235937
gdb_5117,Cc1ccn(c1C)C,3.26166,1.95792,1.2521,1.8963,79.78,-0.187,0.0538,0.2409,1001.5012,0.165026,-327.97487,-327.965809,-327.964864,-328.009102,32.115,-1857.8044,-1869.005436,-1879.674344,-1732.419945
gdb_5118,Cc1ccn(c1N)C,3.33445,1.97501,1.26758,1.364,76.15,-0.1845,0.0543,0.2388,973.8668,0.15417,-344.021026,-344.01209,-344.011146,-344.054826,31.846,-1738.163534,-1748.553829,-1758.630368,-1618.885369
gdb_5119,Cc1ccn(c1O)C,3.42363,1.98199,1.2756,0.9997,71.99,-0.1746,0.0591,0.2337,953.1466,0.141357,-363.898963,-363.890061,-363.889116,-363.932788,31.237,-1673.838842,-1683.361918,-1692.844834,-1561.313928
gdb_5120,Cc1c(ccn1C)N,3.28407,1.99298,1.2646,1.5282,76.16,-0.1724,0.0528,0.2252,969.4889,0.15419,-344.018419,-344.009508,-344.008564,-344.051963,31.902,-1736.527619,-1746.9336,-1757.01014,-1617.08881
gdb_5121,Cn1ccc(c1O)N,3.45138,2.02224,1.29445,0.3327,67.95,-0.1728,0.0609,0.2337,919.1874,0.131537,-379.945056,-379.93687,-379.935926,-379.977567,30.078,-1554.158443,-1563.241636,-1572.132183,-1447.186356
gdb_5122,Cc1c(ccn1C)O,3.298,2.01219,1.26956,1.5699,72.14,-0.1756,0.0515,0.2271,946.7891,0.141495,-363.897709,-363.888925,-363.88798,-363.931155,31.174,-1673.051946,-1682.649068,-1692.131984,-1560.289206
gdb_5123,Cn1ccc(c1N)O,3.3786,2.02138,1.2833,0.4295,68.24,-0.1757,0.0517,0.2274,920.701,0.130842,-379.942715,-379.934129,-379.933185,-379.975782,30.763,-1552.689444,-1561.521634,-1570.412181,-1446.066253
gdb_5124,Cn1ccc(c1O)O,3.46184,2.03046,1.2939,1.251,64.02,-0.1719,0.0568,0.2287,899.1381,0.118208,-399.819234,-399.810911,-399.809967,-399.851941,29.949,-1487.474944,-1495.583615,-1503.881167,-1387.363413
gdb_5125,Cc1c(n(cn1)C)C,3.32703,1.98352,1.27222,3.7207,75.35,-0.2027,0.0408,0.2435,975.7154,0.153966,-344.038598,-344.029862,-344.028918,-344.071997,30.752,-1749.190123,-1759.705918,-1769.782458,-1629.660326
gdb_5126,Cc1c(n(cn1)C)O,3.50656,2.00162,1.29486,2.879,67.78,-0.1906,0.0488,0.2394,928.0235,0.130176,-379.961004,-379.952305,-379.951361,-379.994995,29.82,-1564.165956,-1572.927237,-1581.817785,-1458.122583
gdb_5127,Cc1c(ncn1C)N,3.35439,2.02062,1.28488,3.1999,71.94,-0.1792,0.0401,0.2193,943.8064,0.143346,-360.085914,-360.07741,-360.076466,-360.118661,30.414,-1630.277167,-1640.049365,-1649.532908,-1516.715608
gdb_5128,Cn1cnc(c1O)N,3.53309,2.04377,1.31444,1.7885,63.76,-0.1902,0.0471,0.2373,894.3026,0.120312,-396.009657,-396.001617,-396.000673,-396.042375,28.725,-1446.09198,-1454.377609,-1462.675161,-1345.627162
gdb_5129,Cc1c(ncn1C)O,3.37416,2.0396,1.29177,3.0628,67.85,-0.1878,0.0356,0.2234,920.9798,0.131044,-379.967792,-379.95963,-379.958685,-380.000198,29.29,-1568.425488,-1577.523741,-1586.413661,-1461.387512
gdb_5130,Cn1cnc(c1N)O,3.46144,2.04827,1.3061,2.1294,63.77,-0.1891,0.0373,0.2264,894.5503,0.120189,-396.012252,-396.004104,-396.00316,-396.045141,28.947,-1447.720366,-1455.938224,-1464.235776,-1347.362852
gdb_5131,Cn1cnc(c1O)O,3.5594,2.05314,1.31282,1.9829,60.04,-0.1769,0.042,0.2189,874.1001,0.107035,-415.887085,-415.87886,-415.877916,-415.91984,28.684,-1381.447886,-1388.728873,-1396.433428,-1287.743849
gdb_5132,Cn1ccn(c1=O)C,3.65219,2.06609,1.34201,3.2929,67.79,-0.187,0.0368,0.2238,901.7142,0.131201,-379.981176,-379.973079,-379.972134,-380.013737,28.661,-1576.824068,-1585.963109,-1594.853029,-1469.883357
gdb_5133,C#CCc1ccc[nH]1,5.7831,1.35854,1.13068,1.3725,72.75,-0.1993,0.0424,0.2416,1013.363,0.119675,-325.52953,-325.52215,-325.521206,-325.561741,27.726,-1579.034782,-1587.736449,-1596.034001,-1479.124054
gdb_5134,C#CCc1ccco1,5.59265,1.31571,1.19412,0.8466,68.98,-0.2215,0.0142,0.2357,995.2445,0.107046,-345.396532,-345.389366,-345.388422,-345.428602,26.441,-1507.848279,-1515.79568,-1523.500236,-1414.586636
gdb_5135,C#CCc1cnc[nH]1,5.99902,1.34943,1.13949,3.3267,68.25,-0.2206,0.0291,0.2498,990.7781,0.108472,-341.588156,-341.580995,-341.580051,-341.620262,26.274,-1467.218953,-1475.168865,-1482.87342,-1373.619711
gdb_5136,C#CCc1cnco1,5.84091,1.31609,1.19677,1.5673,64.52,-0.2454,-0.0018,0.2436,972.6386,0.095829,-361.456505,-361.449534,-361.44859,-361.488438,25.086,-1396.877705,-1404.05829,-1411.16985,-1309.907467
gdb_5137,C#CCc1[nH]ccn1,6.09056,1.40047,1.14661,3.0567,68.03,-0.2188,0.0338,0.2526,979.1936,0.108259,-341.59178,-341.58458,-341.583635,-341.624388,26.399,-1469.493046,-1477.418485,-1485.122413,-1376.208813
gdb_5138,C#CCc1ncco1,5.84754,1.36239,1.21214,1.2806,64.41,-0.2447,-0.0007,0.244,960.6157,0.095668,-361.458164,-361.451175,-361.450231,-361.490223,25.199,-1397.918742,-1405.088032,-1412.199592,-1311.027571
gdb_5139,c1cc([nH]c1)CC#N,5.80918,1.35077,1.1419,2.466,67.92,-0.2158,0.0227,0.2386,988.0306,0.109366,-341.637234,-341.630196,-341.629252,-341.669419,25.664,-1498.01584,-1506.042935,-1513.747491,-1404.466171
gdb_5140,c1cc(oc1)CC#N,5.67215,1.31536,1.20006,4.157,64.16,-0.2378,-0.0033,0.2345,969.2512,0.09684,-361.504106,-361.497329,-361.496385,-361.535985,24.298,-1426.747761,-1434.050083,-1441.161642,-1339.743638
gdb_5141,c1c([nH]cn1)CC#N,6.03239,1.33816,1.14937,2.0842,63.53,-0.2384,0.0097,0.2481,966.9679,0.098103,-357.69495,-357.688121,-357.687177,-357.72706,24.249,-1385.628978,-1392.898043,-1400.009602,-1298.40962
gdb_5142,c1c(ocn1)CC#N,5.94254,1.31522,1.20041,3.1356,59.77,-0.2631,-0.0191,0.244,947.5007,0.085555,-377.562846,-377.556254,-377.55531,-377.594577,22.991,-1315.003468,-1321.532699,-1328.051262,-1234.283848
gdb_5143,c1cnc([nH]1)CC#N,6.14356,1.41373,1.15744,1.2681,63.13,-0.2342,0.0155,0.2496,949.0782,0.097919,-357.698499,-357.691634,-357.69069,-357.731445,24.32,-1387.856008,-1395.102482,-1402.214041,-1301.161247
gdb_5144,c1coc(n1)CC#N,5.93932,1.36332,1.21731,3.585,59.7,-0.2612,-0.0189,0.2423,934.9598,0.085402,-377.564435,-377.55783,-377.556886,-377.596274,23.092,-1316.00058,-1322.521653,-1329.040217,-1235.34873
gdb_5145,C#CCc1cc[nH]c1,6.02522,1.29691,1.07417,1.8735,71.97,-0.2042,0.0461,0.2503,1045.6809,0.119472,-325.527559,-325.520091,-325.519147,-325.559861,28.032,-1577.797962,-1586.444408,-1594.74196,-1477.944337
gdb_5146,C#CCc1c[nH]cn1,6.26334,1.32101,1.0982,3.281,67.76,-0.2222,0.0311,0.2533,1012.4001,0.10817,-341.589856,-341.582651,-341.581707,-341.621857,26.606,-1468.285719,-1476.20802,-1483.912575,-1374.620588
gdb_5147,C#CCc1ccoc1,5.79779,1.25508,1.1199,0.4713,67.94,-0.2261,0.0165,0.2425,1025.7413,0.107129,-345.39392,-345.386751,-345.385806,-345.426103,26.464,-1506.209225,-1514.154744,-1521.858672,-1413.018491
gdb_5148,C#CCc1cocn1,6.36414,1.32287,1.10256,0.961,63.44,-0.2452,0.0017,0.2469,994.4071,0.09571,-361.457954,-361.451,-361.450056,-361.48972,25.207,-1397.786965,-1404.978218,-1412.089778,-1310.711934
gdb_5149,c1c[nH]cc1CC#N,5.6794,1.24759,1.13295,5.4909,67.51,-0.2212,0.027,0.2483,1017.2512,0.109428,-341.63637,-341.629305,-341.628361,-341.668771,25.774,-1497.473672,-1505.483825,-1513.18838,-1404.059545
gdb_5150,c1c(nc[nH]1)CC#N,6.31314,1.33345,1.10839,4.3145,62.85,-0.238,0.0169,0.255,980.9294,0.098,-357.698849,-357.692033,-357.691089,-357.730745,24.398,-1388.075636,-1395.352858,-1402.464417,-1300.721991
gdb_5151,c1cocc1CC#N,5.86879,1.25331,1.12638,3.5286,63.12,-0.2412,0.0009,0.2421,999.3313,0.096921,-361.502015,-361.49523,-361.494286,-361.534033,24.317,-1425.435639,-1432.732941,-1439.844501,-1338.51874
gdb_5152,c1c(nco1)CC#N,6.43649,1.33109,1.11049,2.7651,58.63,-0.2619,-0.0129,0.249,964.9434,0.085446,-377.565209,-377.558622,-377.557677,-377.596865,23.085,-1316.486272,-1323.01864,-1329.536576,-1235.719588
gdb_5153,C#CCn1cccc1,5.34585,1.30412,1.24495,1.6363,72.64,-0.2053,0.0273,0.2326,995.5139,0.119384,-325.517427,-325.51007,-325.509126,-325.550064,27.317,-1571.440041,-1580.156141,-1588.453692,-1471.796632
gdb_5154,C#CCn1ccnc1,5.87708,1.31802,1.19645,3.6146,68.12,-0.2259,0.0184,0.2443,981.361,0.108271,-341.57657,-341.569438,-341.568493,-341.609035,25.858,-1459.948634,-1467.916743,-1475.620671,-1366.574667
gdb_5155,c1ccn(c1)CC#N,5.41924,1.31188,1.2468,3.2316,67.91,-0.2207,0.0069,0.2276,969.223,0.109062,-341.622653,-341.615678,-341.614734,-341.65489,25.277,-1488.866131,-1496.93276,-1504.637315,-1395.349093
gdb_5156,c1cn(cn1)CC#N,5.85291,1.31397,1.21649,3.3754,63.45,-0.2418,-0.0035,0.2383,953.9763,0.097818,-357.680373,-357.673588,-357.672644,-357.712649,23.892,-1376.48178,-1383.778454,-1390.890014,-1289.366588
gdb_5157,c1cc(oc1)NC=N,5.19249,1.42315,1.35561,2.337,65.51,-0.2211,0.0155,0.2366,926.9385,0.108586,-378.742724,-378.735524,-378.73458,-378.775642,25.764,-1427.535912,-1435.460723,-1443.165278,-1334.190183
gdb_5158,c1c(ocn1)NC=N,5.43323,1.44869,1.34384,3.6676,61.3,-0.2378,-0.0004,0.2375,902.877,0.097294,-394.802469,-394.795422,-394.794478,-394.834933,24.529,-1316.422266,-1323.553905,-1330.665465,-1229.169022
gdb_5159,c1coc(n1)NC=N,6.2125,1.45952,1.18186,3.5362,64.51,-0.213,-0.0022,0.2108,944.0356,0.097477,-394.805018,-394.798165,-394.797221,-394.836808,24.542,-1318.021786,-1325.275163,-1332.386722,-1230.345601
gdb_5160,N=COC1=CC=CN1,7.53069,1.21293,1.06948,2.3335,67.39,-0.2043,0.0102,0.2145,1048.3708,0.108604,-378.746816,-378.739725,-378.738781,-378.778738,25.917,-1430.103679,-1438.096888,-1445.801444,-1336.132951
gdb_5161,N=COC1=CC=CO1,7.60172,1.26826,1.113,2.997,63.53,-0.2204,0.0022,0.2226,1003.8999,0.095972,-398.6149,-398.608018,-398.607074,-398.646971,24.489,-1359.59614,-1366.831946,-1373.943506,-1272.456475
gdb_5162,N=COC1=CN=CN1,7.86555,1.21475,1.07466,2.197,63.06,-0.2239,0.0008,0.2247,1024.4979,0.097342,-394.80354,-394.79669,-394.795746,-394.835335,24.443,-1317.094328,-1324.349587,-1331.461146,-1229.42128
gdb_5163,N=COC1=CN=CO1,7.99309,1.25911,1.11803,2.665,59.08,-0.2431,-0.0102,0.2329,982.6319,0.084608,-414.672367,-414.665657,-414.664713,-414.704451,23.172,-1247.053028,-1253.507586,-1260.026149,-1166.298895
gdb_5164,N=COC1=NC=CN1,8.01949,1.26192,1.09035,2.2057,63.12,-0.2182,0.0049,0.223,1010.1421,0.097445,-394.813323,-394.806423,-394.805479,-394.845195,24.561,-1323.233248,-1330.457132,-1337.568691,-1235.608519
gdb_5165,N=COC1=NC=CO1,8.23186,1.28429,1.11096,2.4095,59.19,-0.2391,-0.0111,0.228,982.6666,0.084916,-414.680455,-414.673808,-414.672864,-414.712247,23.112,-1252.128321,-1258.622412,-1265.140975,-1171.190955
gdb_5166,c1cc([nH]c1)CC=O,5.29579,1.37688,1.16879,0.9021,69.81,-0.2069,-0.0295,0.1775,991.1093,0.119752,-362.70942,-362.702017,-362.701072,-362.74254,26.488,-1555.241523,-1563.928131,-1572.225055,-1455.645177
gdb_5167,c1cc(oc1)CC=O,6.09023,1.18139,1.09225,2.5002,65.27,-0.2238,-0.0281,0.1957,1049.5223,0.106848,-382.57717,-382.569956,-382.569011,-382.610145,25.332,-1484.524397,-1492.44105,-1500.144978,-1391.574626
gdb_5168,c1c([nH]cn1)CC=O,5.49044,1.47456,1.17884,3.4522,63.85,-0.2188,-0.0425,0.1762,948.8085,0.108528,-378.770645,-378.763688,-378.762744,-378.802769,24.825,-1445.056591,-1453.133886,-1460.838442,-1351.21262
gdb_5169,c1c(ocn1)CC=O,6.44368,1.17083,1.08718,1.8919,60.75,-0.244,-0.0376,0.2064,1032.2852,0.095566,-398.636505,-398.62948,-398.628536,-398.669244,24.038,-1373.153472,-1380.299544,-1387.411104,-1286.432983
gdb_5170,c1cnc([nH]1)CC=O,5.46653,1.51631,1.19553,1.7797,63.78,-0.2179,-0.0413,0.1766,939.4028,0.108417,-378.774228,-378.767257,-378.766313,-378.806777,24.894,-1447.304955,-1455.373466,-1463.078022,-1353.727676
gdb_5171,c1coc(n1)CC=O,6.27944,1.23691,1.12039,2.2108,60.71,-0.247,-0.0363,0.2106,1007.06,0.095514,-398.638394,-398.631367,-398.630423,-398.671434,24.057,-1374.338836,-1381.483654,-1388.595213,-1287.807228
gdb_5172,c1cc([nH]c1)NC=O,5.82977,1.43658,1.15257,5.0817,68.14,-0.1898,0.0074,0.1972,965.7687,0.108947,-378.77639,-378.769163,-378.768218,-378.808614,26.359,-1448.66163,-1456.569498,-1464.273426,-1354.88041
gdb_5173,c1cc(oc1)NC=O,5.9793,1.46401,1.17606,2.8904,63.98,-0.2061,-0.0074,0.1987,937.4761,0.096818,-398.650032,-398.643327,-398.642383,-398.68135,24.502,-1381.641786,-1388.988661,-1396.100221,-1294.029607
gdb_5174,c1c([nH]cn1)NC=O,5.94678,1.46031,1.17241,6.6073,63.22,-0.2079,-0.0026,0.2053,935.1082,0.097672,-394.833774,-394.826818,-394.825873,-394.865689,24.896,-1336.066435,-1343.255178,-1350.36611,-1248.468689
gdb_5175,c1c(ocn1)NC=O,5.5239,1.44104,1.34352,3.6551,57.03,-0.253,-0.0111,0.2419,884.7173,0.085155,-414.703548,-414.6968,-414.695856,-414.736104,23.204,-1266.619386,-1273.050099,-1279.568662,-1186.161437
gdb_5176,c1cnc([nH]1)NC=O,5.84303,1.57973,1.24353,0.8095,63.24,-0.2113,-0.0119,0.1994,894.0098,0.098712,-394.851444,-394.845,-394.844055,-394.882226,23.909,-1347.154519,-1354.664547,-1361.775479,-1258.845805
gdb_5177,c1coc(n1)NC=O,6.27237,1.46713,1.18903,4.4455,59.69,-0.2301,-0.0184,0.2117,918.766,0.085214,-414.706177,-414.699556,-414.698612,-414.737869,23.309,-1268.269108,-1274.779513,-1281.298077,-1187.268991
gdb_5178,c1cc([nH]c1)OC=O,7.4733,1.20659,1.07486,3.2759,62.07,-0.2164,-0.0081,0.2083,1023.7409,0.096318,-398.649298,-398.642393,-398.641449,-398.681011,24.894,-1381.181194,-1388.402568,-1395.514128,-1293.816881
gdb_5179,c1cc(oc1)OC=O,7.54259,1.25057,1.11834,3.6474,57.93,-0.2348,-0.0143,0.2206,983.0647,0.083633,-418.51665,-418.509908,-418.508964,-418.548982,23.451,-1310.214319,-1316.649424,-1323.167987,-1229.975998
gdb_5180,c1c([nH]cn1)OC=O,7.81162,1.20657,1.07978,2.8525,57.89,-0.2377,-0.0179,0.2198,1000.5416,0.085025,-414.705457,-414.698786,-414.697842,-414.737051,23.44,-1267.817301,-1274.296331,-1280.814895,-1186.755688
gdb_5181,c1c(ocn1)OC=O,7.97847,1.22547,1.10648,1.7897,54,-0.2596,-0.0284,0.2312,972.1573,0.07241,-434.573876,-434.567407,-434.566463,-434.605587,22.089,-1197.519978,-1203.237212,-1209.16278,-1123.269348
gdb_5182,c1cnc([nH]1)OC=O,8.05652,1.25277,1.08801,4.1565,58.08,-0.23,-0.0153,0.2147,988.9973,0.084993,-414.71371,-414.706937,-414.705993,-414.745694,23.621,-1272.996133,-1279.411157,-1285.929721,-1192.179249
gdb_5183,c1coc(n1)OC=O,8.26878,1.27461,1.10841,3.5116,54.18,-0.2518,-0.031,0.2208,961.9458,0.07244,-434.580143,-434.573624,-434.57268,-434.611947,22.209,-1201.452577,-1207.138436,-1213.064003,-1127.260305
gdb_5184,c1c(nc[nH]1)NC=N,5.86768,1.4763,1.17953,0.8967,67.07,-0.1912,0.0266,0.2178,951.3085,0.110724,-374.944808,-374.937976,-374.937032,-374.975964,25.593,-1393.470331,-1401.625438,-1409.329993,-1298.658741
gdb_5185,c1cocc1NC=N,5.75014,1.44959,1.15773,3.3107,66.52,-0.1988,0.0163,0.2151,965.6104,0.109305,-378.74518,-378.738302,-378.737357,-378.77643,25.742,-1429.077074,-1437.203943,-1444.907871,-1334.68466
gdb_5186,c1c(nco1)NC=N,5.94199,1.49035,1.1915,1.7626,62.35,-0.2107,0.0033,0.214,928.6223,0.098141,-394.812716,-394.806114,-394.805169,-394.843746,24.255,-1322.85235,-1330.263232,-1337.374164,-1234.699259
gdb_5187,N=COC1=CNC=C1,7.4518,1.19652,1.05809,4.9613,66.83,-0.213,0.0228,0.2359,1055.7819,0.108644,-378.744367,-378.737269,-378.736325,-378.776342,25.96,-1428.566909,-1436.555726,-1444.260282,-1334.629439
gdb_5188,N=COC1=CNC=N1,8.05017,1.23997,1.07447,4.9598,63.68,-0.215,0.0157,0.2307,1019.4118,0.097523,-394.810379,-394.803457,-394.802513,-394.84278,24.513,-1321.385862,-1328.59594,-1335.7075,-1234.093085
gdb_5189,N=COC1=COC=C1,7.68041,1.19966,1.05669,2.5689,62.66,-0.2304,0.0021,0.2325,1037.8077,0.096196,-398.609762,-398.602988,-398.602044,-398.641435,24.414,-1356.371999,-1363.675576,-1370.787135,-1268.982585
gdb_5190,N=COC1=COC=N1,8.28246,1.23584,1.07538,2.681,59.45,-0.2357,-0.0124,0.2233,1002.1546,0.084929,-414.676084,-414.669399,-414.668455,-414.708249,23.164,-1249.385479,-1255.855725,-1262.374288,-1168.682174
gdb_5191,c1c[nH]cc1CC=O,5.79812,1.17481,1.06675,3.7926,68.67,-0.2115,-0.0109,0.2007,1074.1275,0.119557,-362.707475,-362.700008,-362.699063,-362.740998,26.694,-1554.021018,-1562.667465,-1570.964389,-1454.677559
gdb_5192,c1c(nc[nH]1)CC=O,6.08773,1.17626,1.09015,4.9465,64.2,-0.2243,-0.0134,0.2109,1047.3785,0.108232,-378.769235,-378.762027,-378.761083,-378.802114,25.352,-1444.171803,-1452.091594,-1459.79615,-1350.801601
gdb_5193,c1cocc1CC=O,6.05089,1.13834,1.05528,2.4894,63.96,-0.2296,-0.0233,0.2063,1071.6651,0.106934,-382.573508,-382.566287,-382.565343,-382.606586,25.328,-1482.226459,-1490.13872,-1497.843275,-1389.341322
gdb_5194,c1c(nco1)CC=O,6.36093,1.16224,1.07744,2.6706,59.8,-0.2427,-0.0258,0.217,1037.8001,0.095672,-398.636582,-398.6296,-398.628656,-398.669203,24.05,-1373.20179,-1380.374845,-1387.486405,-1286.407255
gdb_5195,c1c[nH]cc1NC=O,5.74316,1.44515,1.15461,3.0214,66.47,-0.1958,0.0191,0.2149,962.5131,0.109626,-378.781246,-378.77433,-378.773386,-378.812574,25.902,-1451.708814,-1459.811837,-1467.516393,-1357.365345
gdb_5196,c1c(nc[nH]1)NC=O,5.93238,1.48673,1.1888,2.5392,62.23,-0.2084,0.0107,0.2192,925.2434,0.098458,-394.846966,-394.840358,-394.839414,-394.878032,24.302,-1344.344534,-1351.75165,-1358.863209,-1256.214032
gdb_5197,c1cocc1NC=O,5.81648,1.46071,1.16751,3.9072,61.79,-0.215,0.0005,0.2155,939.1887,0.097057,-398.647092,-398.640449,-398.639505,-398.678263,24.439,-1379.79691,-1387.182691,-1394.29425,-1292.092487
gdb_5198,c1c(nco1)NC=O,6.01175,1.50094,1.20107,2.1054,57.62,-0.2291,-0.0112,0.2179,902.9332,0.085822,-414.713562,-414.707165,-414.706221,-414.744531,23.01,-1272.903262,-1279.554229,-1286.072793,-1191.449456
gdb_5199,c1c[nH]cc1OC=O,7.47808,1.18272,1.06018,5.5795,61.4,-0.2224,0.0046,0.227,1033.5764,0.096396,-398.647816,-398.640869,-398.639925,-398.679885,24.892,-1380.251226,-1387.446244,-1394.557804,-1293.110306
gdb_5200,c1c(nc[nH]1)OC=O,8.01427,1.23333,1.08028,6.491,58.1,-0.2314,0.0035,0.2349,994.3483,0.085218,-414.712185,-414.705512,-414.704568,-414.743792,23.487,-1272.039182,-1278.516957,-1285.035521,-1190.985727
gdb_5201,c1cocc1OC=O,7.65736,1.18729,1.06009,3.2382,57.51,-0.2434,-0.0083,0.2351,1015.4465,0.083865,-418.51239,-418.505766,-418.504822,-418.54399,23.417,-1307.541131,-1314.050282,-1320.568845,-1226.843473
gdb_5202,c1c(nco1)OC=O,8.28013,1.22834,1.07759,3.7903,54.09,-0.2526,-0.0202,0.2323,978.7762,0.072552,-434.577111,-434.570621,-434.569677,-434.608798,22.196,-1199.549969,-1205.254026,-1211.179594,-1125.284279
gdb_5203,c1ccn(c1)CC=O,6.33619,1.17175,1.08416,1.2003,68.46,-0.2151,-0.0393,0.1758,1063.6671,0.118967,-362.698593,-362.691162,-362.690217,-362.732147,26.343,-1548.447483,-1557.11652,-1565.413444,-1449.123476
gdb_5204,c1cn(cn1)CC=O,6.704,1.17403,1.08,1.483,63.79,-0.2354,-0.0489,0.1865,1041.9944,0.107872,-378.756861,-378.74969,-378.748745,-378.789737,24.912,-1436.407007,-1444.350015,-1452.053943,-1343.034922
gdb_5205,CC#Cc1ccc[nH]1,8.54009,1.00215,0.90195,1.8027,83.88,-0.1908,0.0092,0.2,1258.1149,0.119888,-325.548693,-325.540835,-325.539891,-325.583067,27.834,-1591.059737,-1599.461455,-1607.759007,-1492.506311
gdb_5206,CC#Cc1ccco1,8.77427,1.01743,0.91693,0.6215,80.08,-0.2057,-0.0113,0.1944,1229.2443,0.107193,-345.414833,-345.407236,-345.406292,-345.448811,26.457,-1519.332321,-1527.009266,-1534.713822,-1427.267965
gdb_5207,CC#Cc1cnc[nH]1,9.0336,0.99873,0.90439,3.7862,78.61,-0.2083,-0.0028,0.2055,1235.0018,0.108607,-341.607063,-341.599433,-341.598489,-341.640949,26.431,-1479.083266,-1486.738876,-1494.443431,-1386.60099
gdb_5208,CC#Cc1cnco1,9.28887,1.01379,0.91929,2.4298,74.94,-0.2243,-0.0248,0.1995,1206.4975,0.09593,-361.474696,-361.467289,-361.466345,-361.508578,25.14,-1408.292721,-1415.199712,-1422.311272,-1322.545499
gdb_5209,CC#Cc1[nH]ccn1,8.85876,1.02587,0.92471,3.6418,78.95,-0.2091,-0.0057,0.2034,1218.7797,0.108444,-341.605306,-341.597692,-341.596748,-341.639199,26.481,-1477.980733,-1485.646383,-1493.350938,-1385.502849
gdb_5210,CC#Cc1ncco1,9.0929,1.04194,0.94032,1.5331,75.02,-0.2273,-0.0281,0.1992,1190.0765,0.095766,-361.472352,-361.464961,-361.464017,-361.505971,25.207,-1406.82184,-1413.738871,-1420.850431,-1320.909583
gdb_5211,CC#Cc1cc[nH]c1,8.61028,0.98021,0.88488,2.0201,81.09,-0.1948,0.0244,0.2192,1275.1273,0.119852,-325.546399,-325.538515,-325.537571,-325.580889,27.981,-1589.620232,-1598.005634,-1606.303186,-1491.139597
gdb_5212,CC#Cc1c[nH]cn1,8.93818,1.00298,0.90689,3.4247,76.88,-0.2059,0.0135,0.2195,1235.8657,0.10841,-341.604162,-341.596527,-341.595582,-341.638008,26.587,-1477.262863,-1484.915335,-1492.619263,-1384.755486
